City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mastic beach,40.7668,-72.8521,277.63,57,0,4.12,US,1669944613
366,constitucion,-35.3333,-72.4167,285.4,77,0,5.38,CL,1669944613
367,kruisfontein,-34.0033,24.7314,288.64,93,34,3.57,ZA,1669944614
368,luwuk,-0.9516,122.7875,301.59,75,95,0.75,ID,1669944614
369,atherton,53.5237,-2.4935,278.73,95,38,0.89,GB,1669944615
370,atar,20.5169,-13.0499,292.99,20,56,3.21,MR,1669944615
371,usinsk,65.9939,57.5281,253.76,99,89,6.6,RU,1669944615
372,mujiayingzi,42.1167,118.7833,265.1,22,100,3.67,CN,1669944616
373,uige,-7.6087,15.0613,292.15,99,100,0.69,AO,1669944616
374,kholodnyy,62.7167,147.95,244.28,99,100,0.51,RU,1669944616
375,gdov,58.7406,27.8122,267.07,84,100,3.87,RU,1669944617
376,soyo,-6.1349,12.3689,298.92,88,100,3.87,AO,1669944617
377,palmer,42.1584,-72.3287,276.27,55,40,4.63,US,1669944319
378,ambilobe,-13.2,49.05,296.07,90,34,0.97,MG,1669944618
379,reyes,-14.3167,-67.3833,295.46,99,100,1.76,BO,1669944618
380,sironj,24.1,77.7,286.4,46,0,2.09,IN,1669944619
381,pochutla,15.7432,-96.4661,300.05,78,88,1.71,MX,1669944619
382,koraput,18.8167,82.7167,292.14,79,11,1.12,IN,1669944619
383,gao,16.6362,1.637,296.42,19,26,3.96,ML,1669944337
384,yarada,17.65,83.2667,298.33,94,75,2.06,IN,1669944620
385,saskylakh,71.9167,114.0833,247.18,100,100,1.25,RU,1669944621
386,batticaloa,7.7102,81.6924,299.06,82,96,0.52,LK,1669944622
387,seymchan,62.8833,152.4333,239.13,100,90,0.43,RU,1669944622
388,clinton,42.587,-82.9199,273.22,73,20,3.6,US,1669944615
389,erzin,36.9559,36.2,287.25,74,28,1.77,TR,1669944622
390,ilulissat,69.2167,-51.1,251.28,75,11,4.05,GL,1669944623
391,progreso,21.2833,-89.6667,299.21,80,0,7.77,MX,1669944623
392,deputatskiy,69.3,139.9,246.31,93,100,4.37,RU,1669944624
393,daru,-9.0763,143.2092,298.85,84,100,5.92,PG,1669944624
394,namibe,-15.1961,12.1522,293.65,81,99,3.43,AO,1669944624
395,iwanai,42.9744,140.5089,270.54,69,99,5.94,JP,1669944625
396,isiolo,0.3546,37.5822,291.86,69,83,1.98,KE,1669944625
397,port moresby,-9.4431,147.1797,302.83,62,40,4.12,PG,1669944625
398,buala,-8.145,159.5921,301.99,73,100,2.92,SB,1669944626
399,sechura,-5.5569,-80.8222,293.03,82,0,5.54,PE,1669944626
400,ust-uda,54.1742,103.0304,253.06,85,100,4.07,RU,1669944627
401,nchelenge,-9.3451,28.734,293.41,88,100,1.98,ZM,1669944627
402,kiunga,-6.1219,141.2906,303.26,59,99,2.25,PG,1669944628
403,mocuba,-16.8392,36.9856,292.95,80,41,1.22,MZ,1669944628
404,coahuayana,18.7333,-103.6833,297.61,82,38,0.49,MX,1669944628
405,oussouye,12.485,-16.5469,296.25,69,67,3.93,SN,1669944629
406,svetlogorsk,52.6333,29.7333,265.37,94,100,2.55,BY,1669944629
407,kinablangan,7.6947,126.5503,299.92,83,99,0.98,PH,1669944630
408,texas city,29.3838,-94.9027,287.22,84,92,0.45,US,1669944478
409,revda,56.801,59.9303,252.09,100,22,1.19,RU,1669944630
410,tucupita,9.0622,-62.051,294.24,97,9,1.53,VE,1669944631
411,sangar,63.9242,127.4739,238.19,96,95,1.86,RU,1669944631
412,moose factory,51.2585,-80.6094,262.15,73,0,6.17,CA,1669944631
413,gorodishche,48.8045,44.4744,264.64,92,56,6.0,RU,1669944632
414,urucui,-7.2294,-44.5561,296.84,93,28,1.89,BR,1669944534
415,riyadh,24.6877,46.7219,288.23,36,0,1.05,SA,1669944399
416,zhangye,38.9342,100.4517,265.99,49,63,1.63,CN,1669944632
417,kendari,-3.945,122.4989,303.98,61,85,0.77,ID,1669944633
418,methoni,36.8197,21.7049,286.6,79,24,2.8,GR,1669944633
419,honiara,-9.4333,159.95,301.49,80,100,2.31,SB,1669944633
420,nove zamky,47.9854,18.1619,275.38,90,99,1.21,SK,1669944634
421,katsuura,35.1333,140.3,284.16,63,100,5.88,JP,1669944634
422,champoton,19.35,-90.7167,298.94,82,32,2.11,MX,1669944635
423,namagiripettai,11.4667,78.2667,295.42,89,6,1.34,IN,1669944635
424,yelabuga,55.7613,52.0649,262.9,100,87,1.88,RU,1669944635
425,san andres,12.5847,-81.7006,301.16,78,20,5.14,CO,1669944455
426,biak,-0.9131,122.8766,300.64,72,89,0.8,ID,1669944636
427,kupang,-10.1667,123.5833,304.47,70,20,1.03,ID,1669944636
428,teguise,29.0605,-13.564,290.27,82,40,4.63,ES,1669944637
429,richards bay,-28.783,32.0377,293.67,78,13,6.68,ZA,1669944637
430,dunedin,-45.8742,170.5036,283.6,72,100,5.36,NZ,1669944637
431,saint-francois,46.4154,3.9054,276.84,81,100,2.06,FR,1669944638
432,rio gallegos,-51.6226,-69.2181,289.18,51,75,6.69,AR,1669944638
433,lokoja,7.8024,6.743,297.74,41,94,0.81,NG,1669944638
434,foix,42.8333,1.5833,274.87,92,17,1.62,FR,1669944639
435,tiksi,71.6872,128.8694,250.38,94,100,4.24,RU,1669944639
436,ouesso,1.6136,16.0517,293.52,98,98,0.68,CG,1669944639
437,sao gabriel da cachoeira,-0.1303,-67.0892,296.29,98,100,0.99,BR,1669944640
438,itapirapua,-15.8233,-50.6133,295.52,81,13,0.85,BR,1669944640
439,roquetas de mar,36.7642,-2.6148,286.82,72,98,3.64,ES,1669944641
440,manicore,-5.8092,-61.3003,296.8,98,100,1.45,BR,1669944641
441,korla,41.7597,86.1469,266.49,26,100,2.54,CN,1669944641
442,del rio,29.3627,-100.8968,286.21,68,100,6.17,US,1669944642
443,opuwo,-18.0607,13.84,294.34,54,86,1.56,NA,1669944642
444,pishin,30.5803,66.9961,280.31,43,99,0.68,PK,1669944642
445,katubao,5.8892,124.8294,302.39,69,100,1.14,PH,1669944643
446,tezu,27.9167,96.1667,293.95,35,0,0.59,IN,1669944643
447,east bethel,45.3194,-93.2025,273.21,66,75,5.66,US,1669944644
448,belmopan,17.25,-88.7667,297.36,99,100,0.31,BZ,1669944644
449,pimentel,-6.8367,-79.9342,292.2,88,2,5.13,PE,1669944644
450,hommelvik,63.4108,10.7942,270.86,80,3,4.63,NO,1669944645
451,privas,44.5833,4.5,274.95,88,65,2.18,FR,1669944645
452,shubarshi,48.5872,57.1869,264.88,53,96,3.96,KZ,1669944645
453,barentu,15.1139,37.5928,293.2,60,10,2.18,ER,1669944646
454,haldensleben,52.2891,11.4098,276.22,99,100,2.28,DE,1669944646
455,pingdingshan,33.7385,113.3012,275.51,30,2,3.19,CN,1669944647
456,broome,42.2506,-75.833,272.79,71,100,3.6,US,1669944647
457,margate,51.3813,1.3862,281.1,90,100,0.89,GB,1669944648
458,kirakira,-10.4544,161.9205,302.08,74,100,3.35,SB,1669944648
459,alofi,-19.0595,-169.9187,302.09,74,75,3.09,NU,1669944649
460,salalah,17.0151,54.0924,295.2,73,0,0.51,OM,1669944649
461,norwich,52.6278,1.2983,279.96,93,99,1.54,GB,1669944649
462,portland,45.5234,-122.6762,276.78,89,26,2.24,US,1669944650
463,quesnel,52.9999,-122.5029,248.43,84,100,0.0,CA,1669944650
464,tsabong,-26.0217,22.401,299.52,36,99,3.09,BW,1669944651
465,oistins,13.0667,-59.5333,298.43,88,75,7.72,BB,1669944651
466,santa marinella,42.0345,11.8536,284.09,84,38,4.02,IT,1669944651
467,naze,28.3667,129.4833,285.66,83,100,8.98,JP,1669944652
468,mandalgovi,45.7625,106.2708,256.42,49,0,7.64,MN,1669944652
469,kamloops,50.6665,-120.3192,255.7,55,20,1.54,CA,1669944652
470,rayadrug,14.7,76.8667,295.07,86,59,3.02,IN,1669944653
471,wahiawa,21.5028,-158.0236,298.33,60,20,5.14,US,1669944653
472,huarmey,-10.0681,-78.1522,292.94,86,1,2.75,PE,1669944654
473,mayo,38.8876,-76.5119,278.25,60,0,2.57,US,1669944654
474,akdepe,42.0551,59.3788,262.2,75,0,2.95,TM,1669944654
475,karasjok,69.4719,25.5112,269.73,99,100,0.29,NO,1669944655
476,vila franca do campo,37.7167,-25.4333,287.38,65,77,9.54,PT,1669944655
477,lavrentiya,65.5833,-171.0,273.77,99,100,6.06,RU,1669944655
478,berlevag,70.8578,29.0864,274.15,93,75,3.09,NO,1669944656
479,peniche,39.3558,-9.3811,283.96,93,21,1.42,PT,1669944656
480,puerto penasco,31.3167,-113.5333,290.88,80,99,3.99,MX,1669944656
481,esmeraldas,-19.7625,-44.3139,294.32,80,68,4.0,BR,1669944657
482,khalkhal,37.6189,48.5258,273.77,96,95,1.87,IR,1669944657
483,parfino,57.9731,31.6481,264.13,84,49,2.42,RU,1669944658
484,olga,43.7444,135.2892,263.35,46,0,3.78,RU,1669944658
485,haapiti,-17.5667,-149.8667,302.0,77,10,6.22,PF,1669944658
486,eyl,7.9803,49.8164,298.17,80,96,5.93,SO,1669944659
487,college,64.8569,-147.8028,255.87,84,75,2.06,US,1669944659
488,aurich,53.4667,7.4833,275.89,89,100,1.54,DE,1669944659
489,svetlaya,46.5389,138.3297,260.95,55,100,5.21,RU,1669944660
490,jerusalem,31.769,35.2163,284.66,78,0,0.92,IL,1669944418
491,ngawen,-7.0032,111.3129,300.75,73,85,3.04,ID,1669944660
492,stayner,44.4183,-80.096,273.16,75,93,2.57,CA,1669944660
493,luena,-11.7833,19.9167,288.48,97,16,0.5,AO,1669944661
494,liverpool,53.4106,-2.9779,277.93,97,42,3.13,GB,1669944566
495,garissa,-0.4536,39.6401,297.21,84,100,3.61,KE,1669944661
496,neryungri,56.6709,124.6491,248.04,91,100,1.98,RU,1669944662
497,nivala,63.9167,24.9667,269.09,98,100,1.08,FI,1669944662
498,nouadhibou,20.931,-17.0347,290.14,82,79,5.66,MR,1669944663
499,isla mujeres,21.2311,-86.731,300.18,80,7,7.5,MX,1669944663
500,pangnirtung,66.1451,-65.7125,257.13,79,100,4.81,CA,1669944664
501,georgiyevka,43.0369,74.7114,268.17,93,20,2.0,KZ,1669944664
502,pakokku,21.3333,95.1,298.1,74,6,1.88,MM,1669944664
503,gaomi,36.3833,119.7528,273.18,16,53,3.18,CN,1669944665
504,lucapa,-8.4192,20.7447,291.47,99,100,1.05,AO,1669944665
505,san ignacio,17.1561,-89.0714,297.23,94,40,0.0,BZ,1669944665
506,christchurch,-43.5333,172.6333,286.26,62,75,4.63,NZ,1669944619
507,agucadoura,41.4318,-8.7804,283.75,64,8,4.22,PT,1669944666
508,sawakin,19.1059,37.3321,299.64,75,9,3.28,SD,1669944666
509,ibi,38.6253,-0.5723,281.43,86,100,2.47,ES,1669944667
510,sokoni,-6.4333,39.55,299.2,79,63,3.78,TZ,1669944667
511,sungaipenuh,-2.0833,101.3833,293.73,89,87,1.33,ID,1669944667
512,santiago,-33.4569,-70.6483,295.68,41,0,6.17,CL,1669944368
513,abu samrah,35.3029,37.1841,284.25,83,16,0.73,SY,1669944668
514,lorengau,-2.0226,147.2712,301.91,72,99,1.89,PG,1669944668
515,collie,-33.3667,116.15,298.55,36,0,0.59,AU,1669944669
516,saskatoon,52.1168,-106.6345,252.58,76,75,5.14,CA,1669944608
517,afua,-0.1567,-50.3867,297.33,95,94,2.33,BR,1669944669
518,aripuana,-9.1667,-60.6333,296.71,88,99,0.84,BR,1669944670
519,matane,48.8286,-67.522,270.56,70,100,12.28,CA,1669944408
520,merauke,-8.4667,140.3333,301.79,76,100,8.48,ID,1669944670
521,salinopolis,-0.6136,-47.3561,300.24,79,100,6.1,BR,1669944671
522,kamina,-8.7386,24.9906,290.29,99,100,0.36,CD,1669944671
523,surab,28.4914,66.2585,281.72,31,100,3.45,PK,1669944671
524,solnechnyy,50.7214,136.6319,254.54,64,8,1.33,RU,1669944672
525,ciudad bolivar,8.1222,-63.5497,298.15,67,81,4.16,VE,1669944672
526,leshan,29.5623,103.7639,279.44,76,9,0.53,CN,1669944673
527,semey,50.4111,80.2275,248.27,77,0,2.0,KZ,1669944673
528,natal,-5.795,-35.2094,299.51,78,40,3.09,BR,1669944674
529,moron,-34.6534,-58.6198,294.25,69,100,4.31,AR,1669944674
530,half moon bay,37.4636,-122.4286,283.32,88,40,6.17,US,1669944621
531,saint-pierre,-21.3393,55.4781,298.47,60,0,2.57,RE,1669944675
532,borgarnes,64.5383,-21.9206,279.18,80,63,4.75,IS,1669944675
533,vieste,41.8825,16.175,285.64,76,80,3.09,IT,1669944675
534,guerrero negro,27.9769,-114.0611,288.56,75,23,4.79,MX,1669944676
535,sao joao da barra,-21.6403,-41.0511,296.84,91,100,8.36,BR,1669944676
536,puerto carreno,6.189,-67.4859,296.89,66,31,5.12,CO,1669944677
537,svobodnyy,51.4,128.1333,247.67,88,69,1.36,RU,1669944677
538,ermelo,-26.5333,29.9833,284.43,60,3,1.7,ZA,1669944677
539,eenhana,-17.4667,16.3333,295.94,34,6,3.56,NA,1669944678
540,zhangjiakou,40.81,114.8794,264.64,20,99,0.98,CN,1669944678
541,tautira,-17.7333,-149.15,299.76,79,34,6.79,PF,1669944679
542,las palmas,28.4204,-14.0131,291.59,77,0,4.12,ES,1669944679
543,sao miguel do araguaia,-13.275,-50.1628,296.36,86,98,2.04,BR,1669944679
544,suzun,53.7841,82.3116,254.44,94,38,2.56,RU,1669944680
545,kalmunai,7.4167,81.8167,299.02,82,74,1.34,LK,1669944680
546,moree,-29.4667,149.85,300.32,30,5,4.88,AU,1669944680
547,kiama,-34.6833,150.8667,293.92,71,78,3.9,AU,1669944681
548,nelson bay,-32.7167,152.15,295.98,66,100,4.92,AU,1669944681
549,kieta,-6.2167,155.6333,301.33,80,100,2.47,PG,1669944682
550,lopandino,52.4666,34.8163,269.05,78,100,5.23,RU,1669944682
551,arona,28.0996,-16.681,288.77,66,20,3.6,ES,1669944683
552,jiuquan,39.7432,98.5174,264.92,64,100,0.47,CN,1669944683
